max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
3,3,1.7320508075688772,1.5,0,0,1,3,0,1,0,1.7320508075688772,0,2.1213203435596424,0,41,0,0,0,19252280,31,0,0,37867938,0,31,0,0,0,0,3,0,1,0,0,0,7,22.526315789473685,7840867,0,8,0,0,11079184,1696110,16364438,6,37867938,1751284,4813070,208599.3585,0,0,0,19252280,0,49,5,19252280,5,0,33598123,0,31,0,0,1,31,0,0,0,31,5.63959595959596,3.475,33598123,0,6,0,7999292.64735,4792364,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,944764,0,0,0,4,0,0,11.936605937921728,3908,PYME,Pyme Pequena,201611
4,25,9.791152468768253,2,4,4,5.333333333333333,4,0,1.3333333333333333,0,2.309401076758503,0,2.8284271247461903,0,43,0,0,0,17478858.7,28,0,0,26727008,0,28,0,0,0,0,3,0,1,0,0,0,7,15.869565217391305,8020480,0.14269428571428572,6,0,0,7208713,414470,14857029.895,7,26727008,2312992,4369714.675,147000,0.14269428571428572,0.14269428571428572,0,17478858.7,0,49,3,17478858.7,3,0,28582706,0,27,0,0,1,28,0,0,0,28,4.592944847020934,3.25,28582706,0,1,0,7300584.662175,7819444,0,0,3,0,0,2,0,9,9,9,0,0,998860,0,0,0,0,0,9,0,0,0,0,0.04026455951250722,0,998860,0,11,27,998860,0,232500,0,0,0,1,0,0,8.673473869126044,3910,PYME,Pyme Pequena,201703
0,4,1.632993161855452,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,54,0,0,0,46157182.9,31,0,0,69082443,0,31,0,0,0,0,14,0,0,0,0,0,7,16.271186440677965,14603838,0.5302539,21,0,0,29060635,1105658,39233605.465,18,69082443,13562242,11539295.725,104400,0.45477483050847456,0.45477483050847456,0,46157182.9,0,154,5,46157182.9,16,0,59244239,0,30,0,0,2,31,0,0,0,31,3.5457122242836534,7.482142857142857,59244239,0,2,0,19534382.028225,10834827,0,0,19,0,0,2,0,121,60.5,109,0,0,5366343,0,0,0,0,0,121,0,0,0,0,0.16103054763690922,5,5366343,0,27,31,2683171.5,0,1118304,0,0,0,1,0,0,13.053289583253262,3912,PYME,Pyme Pequena,201702
2,2,0.816496580927726,1,2,2,0.3333333333333333,2,0,0.6666666666666666,0,1.1547005383792515,0,1.4142135623730951,0,57,0,0,0,46157182.9,28,0,0,29615425,0,28,0,0,0,0,14,0,0,0,0,0,7,13.50943396226415,7160971,0.5064497,8,0,0,8672550,779449,39233605.465,14,29615425,12761627,11539295.725,104400,0.432695,0.432695,0,46157182.9,0,128,2,46157182.9,17,0,39755537,0,26,0,0,2,27,0,0,0,28,3.543510765550239,5.238888888888889,39755537,0,2,0,19534382.028225,12206100,0,0,24,0,0,1,0,123,61.5,110,0,0,5105801,0,0,0,0,0,123,0,0,0,0,0.1532123330832708,14,5105801,0,24,28,2552900.5,0,463804,0,0,0,1,0,0,11.051640864376713,3913,PYME,Pyme Pequena,201703
22,22,11.4418821295566,19.5,17,17,9.75,22,0,13,0,11.532562594670797,0,3.5355339059327378,0,48,0,0,0,46908664,31,0,0,60486200,0,31,0,0,0,0,3,0,1,0,0,0,7,16.285714285714285,10723420,0,20,0,0,14808715,3927930,39872364.4,19,60486200,15797297,11727166,104400,0,0,0,46908664,0,157,5,46908664,18,0,71849140,0,30,0,0,2,28,0,0,0,31,3.7631416202844776,7.7749999999999995,71849140,0,4,0,19853949.366,15852077,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,31,0,0,1336374,0,0,0,1,0,0,14.164009353741497,3915,PYME,Pyme Pequena,201611
33,33,10.747092630102337,19.5,6,6,24.5,33,0,23,0,14.798648586948742,0,19.091883092036785,0,56,0,0,0,15370389.2296931,30,0,0,41337043,0,30,0,0,0,0,3,0,1,0,0,0,7,16.535714285714285,6222562,0.5731518,22,0,0,12779118,1547036,15370389.2296931,15,41337043,9452593,3266207.71130978,0,0.4956219491525424,0.4956219491525424,0,15370389.2296931,0,144,4,15370389.2296931,8,0,40809561,0,30,0,0,2,27,0,0,0,30,3.304383116883117,6.3690476190476195,40809561,0,1,0,8818760.82053641,16344507,0,0,8,0,0,1,0,127,63.5,112,0,0,5848339,0,0,0,0,0,127,0,0,0,0,0.17549404351087772,17,5848339,0,22,28,2924169.5,0,736990,0,0,0,1,0,0,12.437183055040197,3918,PYME,Pyme Pequena,201705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4580902.07952762,28,0,0,11131388,0,28,0,0,0,0,3,0,1,0,0,0,13,14.5,10021413,0,1,0,0,3600011,72360,3893766.76759847,2,11131388,3523781,1374270.62385828,0,0,0,0,4580902.07952762,0,17,2,4580902.07952762,0,0,19297817,0,22,0,0,0,24,0,0,0,28,4.198941798941799,2.888888888888889,19297817,0,0,0,1741888.01574037,15682456,0,0,0,0,0,22,0,24,24,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,1,0,0,9.333333333333334,3922,PYME,Pyme Pequena,201703
0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,14,0,1,0,2058157.42108687,31,0,0,2426425,0,31,0,0,0,0,28,0,0,0,0,0,7,10.11111111111111,1378283,0,6,0,0,1147002,576276,2058157.42108687,3,2426425,1195389,699773.523169535,0,0,0,0,2058157.42108687,0,25,10,2058157.42108687,0,0,4706148,0,17,0,0,0,31,0,0,0,30,6.067901234567902,5.611111111111111,4706148,0,3,0,944694.256278873,872233,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,2,0,0,10.771604938271604,3925,PYME,Pyme Pequena,201704
2,7,3.03315017762062,1,2,2,1.8,2,0,0.6666666666666666,0,1.1547005383792515,0,1.4142135623730951,0,34,0,0,0,12456124,31,0,0,132125860,0,31,0,0,0,0,17,0,1,0,0,0,7,16.86111111111111,11019888,0.40046589473684213,6,0,0,89251243,2749533,10587705.4,8,132125860,16929945,3114031,904401.95499,0.42081581499440507,0.42081581499440507,0,12456124,0,78,5,12456124,18,0,79464346,0,30,0,0,3,22,0,0,0,31,4.527380952380952,5.258333333333333,79464346,0,2,0,4483004.971509,19255096,0,0,19,0,0,10,0,180,60,60,0,0,2820518,0,0,0,0,0,180,0,0,0,0,0.38642526373475816,0,2820518,0,27,14,940172.6666666666,0,2421013,0,0,0,1,0,0,11.95,3933,PYME,Pyme Pequena,201701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,0,0,1847959.3798,30,1970000,235050,3130122,0,29,0,130050,0,3,3,0,1,1002394.8499,0,0,7,11.8,694000,0.909497,2,0,0,2476482,167264,2094089,5,3130122,204896,732931.15,235050,0.6322360406091371,0.6322360406091371,0,2094089,1153000,15,11,2094089,16,0,1732160,0,5,0,0,1,29,0,1688733.52,0,29,5.153846153846154,5.25,1732160,0,1,0,730795.05,1280000,11,1,16,0,3,2,0,117,39,49,0,0,1245505,0,0,15,25,0,117,0,77000,3129963,0,0.5947970391595033,0,1245505,77000,3,0,415168.3333333333,0,169896,1,5536000,9000,1,0,0,10.197619047619046,3936,PYME,Pyme Pequena,201612
4,4,1.8618986725025255,1.5,0,0,1.6666666666666667,3,0,2.3333333333333335,0,2.081665999466133,0,2.1213203435596424,0,20,0,0,0,2019728.87082415,30,0,0,1294201,0,29,0,0,0,0,3,0,1,0,0,0,7,18,430000,0.690396,2,0,0,375001,15000,2019728.87082415,8,1294201,333887,807891.54832966,107084.6145,0.3504548223350254,0.3504548223350254,0,2019728.87082415,0,14,3,2019728.87082415,3,0,1068887,0,28,0,0,3,29,0,600193.55,0,19,5.6,3.958333333333333,1068887,0,3,0,994277.437195041,630000,0,0,29,0,0,16,0,132,44,54,0,0,690396,0,0,12,27,0,132,0,0,600193,0,0.32970200573065905,0,690396,0,2,0,230132,0,178000,0,0,0,2,0,0,8.958333333333332,3938,PYME,Pyme Pequena,201705
7,9,3.0166206257996713,6.5,7,7,5.5,7,0,6.333333333333333,0,0.5773502691896257,0,0.7071067811865476,0,32,0,0,0,8284500,30,0,0,7600755,0,27,0,0,0,0,5,0,0,0,0,0,7,17.53846153846154,1672560,0.173810875,10,0,0,3350006,1444323,8284500,6,7600755,841361,2112547.5,677786.51025,0.16225907692307692,0.16225907692307692,0,8284500,0,35,1,8284500,1,0,7264639,0,27,0,0,5,12,0,0,0,27,5.668405797101449,1.86,7264639,0,2,0,3826341.8907749997,2288413,0,2,8,0,0,9,0,258,64.5,84,0,0,3164052,0,0,0,0,0,258,0,0,0,0,0.0860701762355825,0,3164052,0,3,16,791013,0,667440,0,0,0,1,0,0,7.583846153846153,3943,PYME,Pyme Pequena,201707
0,4,2.065591117977289,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,42,0,0,0,9100000,31,0,0,31290851,0,30,0,0,0,0,3,0,1,0,0,0,7,18.208333333333332,15059340,0.29389875,17,0,0,20000014,4853969,7735000,8,31290851,10260846,2730000,1014000,0.3279989230769231,0.3279989230769231,0,9100000,0,59,2,9100000,2,0,28759030,0,29,0,0,4,30,0,0,0,30,6.3,3.8636363636363638,28759030,0,5,0,2547675,5366745,0,0,2,0,0,1,0,234,58.5,78,0,0,6395979,0,0,0,0,0,234,0,0,0,0,0.17398672326784917,0,6395979,0,8,14,1598994.75,0,704969,0,0,0,1,0,0,10.131907308377897,3948,PYME,Pyme Pequena,201701
29,29,9.899494936611665,22,29,29,22,29,0,22,0,9.899494936611665,0,9.899494936611665,0,0,0,0,0,10818213,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9195481.05,0,0,0,2704553.25,3245000,0,0,0,10818213,0,0,0,10818213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679945.07824999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,PYME,Pyme Pequena,201610
13,19,7.816648898345122,6.5,13,13,9.5,13,0,4.333333333333333,0,7.505553499465135,0,9.192388155425117,0,0,0,0,0,10818213,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9195481.05,0,0,0,2704553.25,3245000,0,0,0,10818213,0,0,0,10818213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679945.07824999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3954,PYME,Pyme Pequena,201610
15,15,7.44983221287567,0,0,0,5.5,0,0,5,0,8.660254037844387,0,0,0,31,0,0,0,7748552.12391606,31,0,0,18036679,0,31,0,0,0,0,15,0,0,0,0,0,7,16.333333333333332,3200000,1.0079072,5,0,0,3927066,861660,7748552.12391606,8,18036679,3213558,1975880.79159859,3245000,1.0079072,1.0079072,0,7748552.12391606,0,41,12,7748552.12391606,12,0,17753816,0,16,0,0,4,30,0,800000,0,31,3.995,6.95,17753816,0,2,0,1228849.66235705,11096301,0,0,30,0,0,2,0,16,16,16,0,0,5039536,0,0,0,0,0,16,0,0,0,0,0.18664948148148147,30,5039536,0,7,12,5039536,0,475000,0,0,0,1,0,0,11.83,3956,PYME,Pyme Pequena,201706
19,19,7.146094504459529,13.5,19,19,8.666666666666666,19,0,12,0,6.082762530298219,0,7.7781745930520225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3967,PYME,Pyme Pequena,201611
37,37,13.50061726983869,20,3,3,17.666666666666668,37,0,23.333333333333332,1,17.95364401266031,0,24.041630560342615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,PYME,Pyme Pequena,201702
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,77164000,31,0,0,20631954,0,31,0,0,0,0,3,0,1,0,0,0,7,17.40625,15106217,0,11,0,0,9573281,3465323,65589400,12,20631954,42084097,19291000,210000,0,0,0,77164000,0,75,2,77164000,2,0,79911610,0,31,0,0,4,30,0,0,0,31,7.126234567901235,3.4523809523809526,79911610,0,4,0,32624991,10776876,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,4721856,0,0,0,1,0,0,8.877500716195568,3971,PYME,Pyme Pequena,201611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15325800,31,0,0,25500018,0,31,0,0,0,0,15,0,0,0,0,0,6,15,5610400,1.220753,3,0,0,10982000,240829,13026930,8,25500018,6052517,3831450,2376405.871,1.2211178571428571,1.2211178571428571,0,15325800,0,28,5,15325800,5,0,19875629,0,19,0,0,2,29,0,0,0,31,7.102777777777777,3.1333333333333333,19875629,0,15,0,4378531.1661,9108869,0,0,17,0,0,16,0,88,29.333333333333332,40,0,0,17095650,0,0,0,0,0,88,0,0,0,0,1.3531462719645402,13,17095650,0,3,16,5698550,0,1614288,0,0,0,1,0,0,9.533333333333333,3992,PYME,Pyme Pequena,201701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15325800,31,0,0,25500018,0,31,0,0,0,0,15,0,0,0,0,0,6,15,5610400,1.220753,3,0,0,10982000,240829,13026930,8,25500018,6052517,3831450,2376405.871,1.2211178571428571,1.2211178571428571,0,15325800,0,28,5,15325800,5,0,19875629,0,19,0,0,2,29,0,0,0,31,7.102777777777777,3.1333333333333333,19875629,0,15,0,4378531.1661,9108869,0,0,17,0,0,16,0,88,29.333333333333332,40,0,0,17095650,0,0,0,0,0,88,0,0,0,0,1.3531462719645402,13,17095650,0,3,16,5698550,0,1614288,0,0,0,1,0,0,9.533333333333333,3994,PYME,Pyme Pequena,201701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15325800,31,0,0,25500018,0,31,0,0,0,0,15,0,0,0,0,0,6,15,5610400,1.220753,3,0,0,10982000,240829,13026930,8,25500018,6052517,3831450,2376405.871,1.2211178571428571,1.2211178571428571,0,15325800,0,28,5,15325800,5,0,19875629,0,19,0,0,2,29,0,0,0,31,7.102777777777777,3.1333333333333333,19875629,0,15,0,4378531.1661,9108869,0,0,17,0,0,16,0,88,29.333333333333332,40,0,0,17095650,0,0,0,0,0,88,0,0,0,0,1.3531462719645402,13,17095650,0,3,16,5698550,0,1614288,0,0,0,1,0,0,9.533333333333333,3997,PYME,Pyme Pequena,201701
8,8,3.125166662222459,3,2,2,3.1666666666666665,4,0,4.666666666666667,0,3.055050463303893,0,1.4142135623730951,0,19,0,0,0,15325800,31,0,0,25500018,0,31,0,0,0,0,3,0,1,0,0,0,6,15,5610400,1.220753,3,0,0,10982000,240829,13026930,8,25500018,6052517,3831450,2376405.871,1.2211178571428571,1.2211178571428571,0,15325800,0,28,5,15325800,5,0,19875629,0,19,0,0,2,29,0,0,0,31,7.102777777777777,3.1333333333333333,19875629,0,15,0,4378531.1661,9108869,0,0,17,0,0,16,0,88,29.333333333333332,40,0,0,17095650,0,0,0,0,0,88,0,0,0,0,1.3531462719645402,13,17095650,0,3,16,5698550,0,1614288,0,0,0,1,0,0,9.533333333333333,4000,PYME,Pyme Pequena,201701
0,7,2.9944392908634274,0,0,0,1.8333333333333333,0,0,0,0,0,0,0,0,33,0,0,0,21600000,30,0,0,24391005,0,30,0,0,0,0,3,0,1,0,0,0,6,14.181818181818182,5085297,0.997512675962733,2,0,0,10033000,376000,21600000,13,24391005,9314223,4590000,2152573.49,1.0078762790285716,1.0078762790285716,0,21600000,0,35,1,21600000,1,0,24905369,0,18,0,0,3,30,0,0,0,24,6.455311355311355,2.376666666666667,24905369,0,2,0,10455683.859,9066896,0,2,20,0,0,15,0,109,27.25,46,0,0,176378348.83,0,0,0,0,0,106,0,0,0,0,13.960610165426628,7,15778808,0,8,14,44094587.2075,0,1818795,0,0,0,1,0,0,8.119848484848486,4002,PYME,Pyme Pequena,201707
7,8,3.88587184554509,3.5,7,7,2.5,7,0,2.3333333333333335,0,4.041451884327381,0,4.949747468305833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004,PYME,Pyme Pequena,201610
7,8,3.204163957519444,3.5,0,0,4.666666666666667,7,0,3,0,3.605551275463989,0,4.949747468305833,0,37,0,0,0,15325800,28,0,0,70714433,0,28,0,0,0,0,3,0,1,0,0,0,6,14.53125,25837940,1.2042196,8,0,0,49655000,710225,13026930,8,70714433,3964904,3831450,2376405.871,1.203253857142857,1.203253857142857,0,15325800,0,59,1,15325800,1,0,71084268,0,20,0,0,2,28,0,0,0,28,6.088044308632544,1.8166666666666669,71084268,0,9,0,4378531.1661,38993970,0,0,3,0,0,7,0,94,31.333333333333332,42,0,0,16845554,0,0,0,0,0,94,0,0,0,0,1.3333507994301093,7,16845554,0,7,24,5615184.666666667,0,823361,0,0,0,1,0,0,7.994791666666667,4006,PYME,Pyme Pequena,201703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600000,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,6,0,0,0,0,0,0,0,0,21600000,0,0,0,4590000,2152573.49,0,0,0,21600000,0,0,0,21600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10455683.859,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4007,PYME,Pyme Pequena,201608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1038158.15112639,31,0,0,700069,0,31,0,0,0,3,1,0,0,0,0,1,7,19.5,500000,0,4,0,0,329999,304140,1500000,0,700069,0,510000,43500,0,0,0,1500000,0,14,0,1500000,0,0,1728220,0,25,0,0,0,0,0,0,0,31,5.693333333333333,0,1728220,0,0,0,649350,1410000,0,1,0,0,0,4,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,12.5,4012,PYME,Pyme Pequena,201706
9,9,3.794733192202055,1.5,0,0,3,3,0,4,0,4.58257569495584,0,2.1213203435596424,0,0,18,0,0,0,0,1400000,582150,0,0,0,0,237150,0,3,30,0,0,1230448.9045,0,0,7,0,0,0,0,0,0,0,0,2000000,0,0,0,800000,582150,0,0,1,2000000,449000,0,0,2000000,0,0,0,0,0,0,812000,0,0,0,0,0,0,0,0,0,157000,0,0,286065,0,4,1,0,0.25851639605221266,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,345000,0,0,0,0,0,345000,0,0,0,377000,0,2,5634000,7000,0,0,0,0,4015,PYME,Pyme Pequena,201610
11,11,4.366539438350084,2.5,0,0,3.3333333333333335,5,0,5.333333333333333,0,5.507570547286102,0,3.5355339059327378,0,4,0,0,0,1225000,28,0,0,25200070,0,28,0,0,0,0,25,0,0,0,0,0,7,12.428571428571429,6172189,0.09023571428571428,0,0,0,9432990,0,2000000,9,25200070,21371816,800000,0,0.09023571428571428,0.09023571428571428,0,2000000,0,18,2,2000000,2,0,21570001,0,0,0,0,2,28,0,0,0,28,4.407407407407407,7.611111111111111,21570001,0,2,0,810000,85935,0,0,28,0,0,0,0,19,9.5,17,0,0,315825,0,0,0,0,0,19,0,0,0,0,0.10054918815663802,28,315825,0,1,15,157912.5,0,637826,0,0,0,4,0,0,10.880952380952381,4019,PYME,Pyme Pequena,201703
9,28,10.709808588392232,2.5,0,0,9.5,5,0,4.666666666666667,0,4.509249752822894,0,3.5355339059327378,0,0,0,0,0,6470200,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,7,0,0,0,0,0,0,0,0,6470200,0,0,0,1649901,0,0,0,0,6470200,0,0,0,6470200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464792.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021,PYME,Pyme Pequena,201608
2,2,1,0,0,0,0.5,0,0,0.6666666666666666,0,1.1547005383792515,0,0,0,95,0,0,0,7535150,31,0,0,45464123,0,31,0,0,0,0,23,0,0,0,0,0,7,19.369565217391305,15139718,0,26,0,0,4332015,4138531,6404877.5,3,45464123,1354937,2260545,0,0,0,0,7535150,0,128,15,7535150,0,0,50794732,0,28,0,0,0,27,0,0,0,30,6.17835497835498,5.909090909090909,50794732,0,3,0,2865240.7875,28106396,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,19,31,0,0,0,0,0,0,1,0,0,12.429167211843213,4022,PYME,Pyme Pequena,201701
6,6,2.5298221281347035,3,0,0,2,6,0,2.6666666666666665,0,3.055050463303893,0,4.242640687119285,0,11,0,0,0,16052977,28,0,0,9635056,0,18,0,0,0,0,17,0,1,0,0,0,7,13,7705024,0.1261169,1,0,0,4995002,42900,13645030.45,7,9635056,8361590,4013244.25,902303.05212,0.1272462,0.1272462,0,16052977,0,15,1,16052977,1,0,9109740,0,16,0,0,6,17,0,0,0,17,3.145833333333333,3.583333333333333,9109740,0,6,0,6014455.72234199,250000,0,0,17,0,0,16,0,117,58.5,108,0,0,3817386,0,0,0,0,0,117,0,0,0,0,0.40267784810126583,0,3817386,0,4,15,1908693,0,8206074,0,0,0,1,0,0,10.833333333333332,4029,PYME,Pyme Pequena,201703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2600000,0,0,0,773500,0,0,0,0,2600000,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292850,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,PYME,Pyme Pequena,201609
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20956700,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20956700,0,0,0,4453298.75,0,0,0,0,20956700,0,0,0,20956700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12023906.625,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035,PYME,Pyme Pequena,201609
4,4,2.8284271247461903,2,4,4,2,4,0,2,0,2.8284271247461903,0,2.8284271247461903,0,0,0,0,0,26923489.04,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22884965.684,0,0,0,6730872.26,0,0,0,0,26923489.04,0,0,0,26923489.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11449213.71426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,PYME,Pyme Pequena,201610
